reviews.rating,reviews.text,reviews.title
4,"Well worth the 80 bucks, especially if you are an Amazon Prime member. You can download and watch anything on there for free, including movies and magazines. The screen is a bit on the darker side, but the battery life is great. I have both an IPAD and this, and I use both. Great when you are waiting for your IPAD to recharge...",Good IPAD alternative
4,Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder,Better than the Kindle HD 7
4,I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.,Good Value
4,"Works okay as a tablet and especially to access Amazon.No good as a general tablet as there are no Google apps available, such as Chrome, gmail, etc.",Okay tablet
4,"I believe it depends on how you want to use it. I bought this for my young kids and they are loving it. They can do basic stuff like surf the internet, watch youtube and play some games. The only complaint that I have is that sometimes it does not charge, even if you have have it connected for the whole night. You just have to restart the pad so that it can charge, but that is the only glitch.",Good for Kids
4,"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",Love of games
4,"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",Great Alternative to College Textbooks
4,My only disappointment is the inability to download some of the apps I use in my phone.,I like the Kindle Fire very much.
4,"I like this tablet. It has everything you want. However the apps within it need to be updated more often. If this happened than it would be top above an iPad mini. For now, it gives me enough of what I need and in HD. For $89 it was a good deal.",Solid tablet with potential
4,"Great inexpensive tablet for everyday use. It's not powerful enough for super graphical games but it's great for basic apps like surfing the web, emails, news, etc. Amazon has ""underground"" apps which is totally free (including in-app purchases). Only downside with those is that you sometimes see a full screen ads in them (usually products that's on your Amazon wishlist). All-in-all, it's a great tablet that you don't have to worry about if you break it.",Great Tablet
4,Great price of 89 dollars on a great tablet. It is very fast at everything accept game play. For example it plays asphalt 8 and the game is just barely playable. The graphics struggle on this tablet with higher graphic games. Also it is a Amazon tablet with no Google play store but you can load Google play on to it. There are great you tube videos on how to put Google play on a amazon tablet. The screen is good as long as the sun isn't hitting it. The stereo speakers sound great and loud. All in all I really liked the tablet for the price but I really like to play games with good graphic quality. So that being said I did return this tablet and ordered the Nvidia Shield 8 inch tablet through Best Buy for 199 dollars. I got the Shield a week ago and WOW!! What a difference in graphic gaming quality. This thing is just as good as an Xbox1 or ps4. The Nvidia Shield tablet is simply unbelievable for the price of 199 considering the Apple or Samsung tablets that are as fast as this tablet are at least twice the cost. Plus this dubbles as a gaming console for xbox or pc games with 4k out to you tv. The Amazon tablet is also a great tablet for normal usage but if your a gamer like me the Nvidia tablet is the tablet of choice hands down period!! I don't know why bbuy kind of hides the Nvidia tab only on their website and doesn't sell it in the store. If they displayed it in the store. This would outsell the Apple or Samsung tablets. I hope this helps thanks.,Great tablet at a great price!
4,"I use this primarily as a reader; however, it has a smaller number of unread books that are not in the familiar ""carousel"" as in other Kindle readers. As a tablet it is faster, brighter and more clear than other tablets that I have used for internet purposes. I would recommend this product to anyone who uses a tablet or a reader.",Good Reader with Internet benefits
4,Wanted to travel without my laptop. Found the Fire to be perfect. Used it mainly for checking email and keeping up with Facebook posts of friends. Found the size of screen to be easy to read. Typing a tad uncomfortable until one has some experience using it. Have yet to use as an ereader.,Great to travel with
4,"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful.",Great tablet
4,its good performance and highly recommended to amazon users,good for its range
4,"If you don't want or need something cheaper than an iPad but of quality, this is a great happy medium.The processor makes for a fluid ride with it. It's speedy. The Android Store gives you good app options and the Amazon ecosphere is everywhere here.The software is a touch buggy but it's still a great deal of a tablet.For a child, for something you want to use casually on a dime, it's recommended.",Bang for the buck . . .
4,Light to carry and good picture quality. This was purchased for a hearing impaired person to download video in American Sign Language . This product was easy to maneuver for someone that was not use to a tablet.,Great for hearing impaired in downloading videos
4,I love this tablet. I purchased them for gift and am so glad I did!,PERFECT!
4,"Very pleased with this device. Great price, easy to use, and light weight.",Great buy
4,"Very descent for a non-IPAD. Good speakers. Great price. The screen is a little dark. Great buy if you have Amazon Prime since you can download stuff and watch it offline (great for trips, etc...). Overall great cheap IPAD or even as a back-up tablet. Terrific battery life too.",Very descent
4,"Got this for my 9 year old after her ipad crashed and burned. She does not like androids at all but I couldn't afford a expensive tablet for her. So we took a chance with this one. She is pleased and I'm pleased it seems so sturdy , not cheap quality at all. Going to get our youngest child one now. Very pleased.",Really great for the price!
4,I like it but I had a hard time figuring things out.Do I get to talk to geek squad free? Can I come down to the store and get someone to help me with my questions.Will there be a fee for that service?,like product need some help w/questions
4,"Good tablet, great price, easy to use, pick up simple",Good tablet
4,"I am a power user; there's no other way of putting it. I work in IT and I research the heck out of products before I buy. I had an iPad Mini 2 that was just not up to snuff with iOS 10 so I sold it and bought (and eventually returned) the 2016 Fire HD 8. First let me say it's a great tablet for the price and for probably 50-60% of tablet users who surf the web and watch Netflix. It also helps if you are a heavy Amazon content user. For me, I was spoiled by the retina display on the iPad. The 720p display is alright, but you can see the pixels. 189ppi is pretty low by today's standards. The other big thing for me was the lack of a laminated display. It's glare city on this thing. Display nitpicks aside, it punches above its price point. If you don't play really heavy games (which it even plays Titan Quest surprisingly well!) and you don't mind not having an absolutely beautiful screen I think it runs and works fine. It just wasn't for me. I bit the bullet and went with a 128GB iPad Air 2 as its on special at BB for super cheap right now.",Great For Basic To Moderate Use
4,"GREAT value for the cost - not as fast as a high end tablet, but certainly faster than I was expecting. Clear viewing and easy navigation",Amazon Fire Tablet
4,Excellent price point for my basic requirements. It has all the features I need for comfortable reading of online novels and articles.,Great for my needs...mainly reading and games.
4,I bought the Fire HD 8 & CaseI use it mostly for class..works very good..would be better if it had BlueTooth.,Very Good Tablet for the Money
4,We have several kindles and this is the latest version. Its packed with Amazon marketing stuff which is fine if you use them but most just take up space for us. This new version comes with 16gb but allows you to expand the memory with an sd card which is great. One problem if you have a few other kindles is that they are linked to your account so if they are for different family members/kids they may end up with the same stuff on them. My kids mainly use them for game apps and YouTube videos which am seem to work great. The sound is good and the hd video is nice. Overall happy with it and the price was good for this type of tablet.,Decent tablet
4,"It's good, saves using up data usage on computer. I use it to keep up to date with the news.",works very well
4,My kids enjoy reading books and playing games on the fire tablet.,Great product and cost!
4,"At the price it is almost an impulse buy. I wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. If you are used to an iPad, the Fire HD is a little disappointing but it costs considerably less. It fit my needs but I felt some slugginess and several instances of needing to reboot to get certain apps to work correct. If you go in with the understanding this isn't an iPad replacement this should fit the bills for you. Let's just say, after my trip I purchased an iPad Pro and this item will likely be handed off to one of my children. If you have Amazon Prime, you do get some nice perks that make this a really nice item.",Great for the price
4,Easy to follow directions allowed her to set it up with me watching over her shoulder.,Great for my mother in law
4,Bought for wife who is not into the techie word. She likes it - suggest buying a protective screen and padded case for it.,good basic tablet and excellent price
4,I enjoy using the tablet. I use it when I am biking.,Nice tablet
4,Purchase this tablet during the Christmas sale. This tablet is a good tablet for a beginner. Easy to use and shows movies and videos very well.,Good Beginner's Tablet
4,"For the price and features offered on the tablet, I wouldn't purchase any other tablet. I enjoy using it and overall find it fairly easy to navigate. Easy internet browser with ""Silk"" and convenient access to all the applications I am interested in.",Great tablet
4,"This is a great tablet for the price. Would give it 5 stars if it had included some sort of instruction manual. Otherwise, definitely recommend.",Great tablet for the price. Love it!
4,Great for reading and Netflix. Fits nice in purse. Good price.,Good
4,Works great prety fast operating system dosent heat up,Good tablet
4,"I exchanged a highly unsatisfactory Insignia unit for the Fire. I was looking for a 10 inch screen, but went to the smaller size for performance. I have no complaints with the Amazon product, other than the ubiquitous advertising.",Works fine
4,Great tablet use it for reading and email. Great price!,Great
4,Nice little tablet. Functional and easy to use.Fits the needs that I need to use it for.,Tablet
4,Awesome.and repeat 50 times. That should do it. Blah.,Great device for viewing video and books
4,For the price it's a bargain. This is a perfect solution for a reader and simple browsing. I use this at night before bed.,Amazon Fire
4,Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.,Good for price
4,"i have been looking at tablets for a long time, most of them a little expensive for what i would use it for. This tablet lets me read, email, searches and the best part I can buy books through amazon and not have to carry heavy books with me when i travel",this is a great tablet
4,"Not the highest quality of tablet out there, but for the price you almost can't beat it, especially if you are an Amazon Prime member.",Nice little tablet for the price
4,I liked the screen size and easy to read books at night. The battery has a long life. The outer rcase could be stronger because concerned about durability.,Works good. Easy setup.
4,New Kindle replaced my old Kindle that had a lot of books. To my surprise the book transfer worked well. Seems to work surfing the net. Music sound is only okay.,Love it.
4,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.,Better than expected
4,Has meet all my needs plus some. Recommend you buy a good stylus pen at the same time.,Does all that I need.
4,"Kids love it, under $100 so the price is great. Don't have to worry about it getting mishandled as much. Still can't get them off the ipad though.",very good quality for the $
4,Light weight and easy to use. Very user-friendly. Durable.,Great
4,It was a good buy and tried this for a day. It was fast and experience was good.,It was a good buy
4,"I purchased this tablet knowing exactly what my needs were and how well the Kindle could meet them. Despite the ""walled garden"" philosophy that tethers you mostly to Amazon products and services, the ability (as of right now) to side-load the Google Play Store makes this a surprisingly versatile device for the price point.",A Solid Basic Tablet
4,"This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology.",Easy and Convenient
4,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one.",Great picture quality
4,Really enjoying my new tablet. I like to travel and me and my family use it to play game and watch movies. Just the right size to.,Nice Tablet
4,"I enjoy the new kindle, only things I would like to change is the way screen darkens and lightens while reading. Not sure how to stop that. Occurs consistently. Also, would like to stop the ads seen each and every time kindle is turned on to start reading again. That is bothersome. Otherwise, am happy with the kindle.",Good
4,I purchased the 8 inch device. Also purchased black cover.I played for it and asked if I could get it set up and was told it would be 40 more dollars. I did not have 40 more dollars so I left the store with my kindle and had someone else set it up for free. I was disappointed I had to get someone else to set up my kindle.,Great device
4,I got this for my son to play games on soI could get my iPad back. Personally I think it's a great little tablet for kids and or for reading. Other then that it's not a high powered game playing tablet or anything to keep lots of storage on. But it works for what it's intended for andI have no problems.,Good for price.
4,Easy to use. Pretty user friendly. It is good value for the price,Great tablet for wife.
4,"My nephews love to play with my phone. Now as anyone who has been around small humans knows they have an astounding ability to perpetually have something sticky on their hands. However, if its a rare case where they don't they will probably drop the device from the lack of said stickum. The kindel has come to my rescue as it has everything they need to be entertained. And best of all it lacks the anxiety inducing price tag for that moment when the kids demonstrate Murphy's law in action.",Kid Friendly
4,"The Kindle fits me to a ""T"". Very quick to start. It shows how to get things done.","The Kindle fits me to a ""T""."
4,Very nice for reading and watching videos. Strong wi fi is a must. Slippery to hold so buy a cover,Very nice
4,"I love my kindle, I can listen to music,read my emails, or pick a book to read. Everything loads up easily.",Easy to use
4,"I really enjoy my new kindle, still getting used to it.",My Kindle fire 8
4,"This is an affordable tablet and works well, you just have to deal with a lot of advertising.",Not bad
4,"This is the third Fire we've purchased, and Amazon finally made this level memory-upgradable. That has made all the difference. I bought Fire tablets for use as a 'kid tablets', for which they work great...until you run out of memory. 8GB is practically nothing these days (I remember when having 64kb was a HUGE upgrade to my Atari!) so being able to toss in a memory card give my kids much more utility.",Much better
4,"I had the original kindle fire for ten years and I loved it. But it broke on me and I decided on this one after looking at all the upgrades from the original. It let's you do so much more, but some of the tutorials (like for the internet) weren't helpful.","Like a laptop, only smaller"
4,"Lightweight, nice display and not too large to carry.",Great reader
4,this is the perfect size for an older person who uses it minimally.,nice for a grandparent
4,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward.",Great tablet
4,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book.",Great tablet.
4,My 8 year old loves this so much to do on it. She enjoys reading on it play games .,Great price
4,I'm happy with my purchase is all I can say. The only complaint I have is that the 3.5 mm Jack is right next to the volume button and it gets in the way.,I like
4,If you enjoy reading you will not find a better device. Excellent price for a product of this quality,Good tablet at a great price.
4,"Works great with all the Amazon stuff, like Kindle, Alexa, etc.",Great Amazon Tablet
4,My kid enjoys the tablet. This one is inexpensive than ipad. The availability of apps are limited.,Great tablet for beginner
4,"I love my kindle, it is what I like to use at the end of the day or for business trips. The only annoying things are the amount of advertising the put on this version. It was only $35 for Christmas so I can't complain.",Kindle with a lot of advertising
4,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.,Great birthday gift
4,"This was an impulse buy. While getting a bigger, faster and much better tablet for my wife I decided I'd get this for myself. It did the job just fine, but after about a week I returned it. I just didn't find myself using it wnough to warrant keeping it. The price is awesome and if you don't mind it being a bit slower than other, much more expensive, tablets then I don't think you can go wrong.",Pretty good...
4,So far so good. This is replacing a broken kindle fire.,Great replacement
4,Very good value tablet. Does everything pretty well. Brightness isn't great. Battery takes a while to charge but lasts forever. Decent buy. Would recommend.,Surprisingly good
4,Needed a new Kindle. Wasn't sure what one to choose. This one is GREAT!,Nice upgrade
4,This product is OK but is not the best you can get. for a sale item fine. battery life seems to be a little short. Bottom line.....So so,Too many ads
4,Overall I think the Kindle Fire HD is a great product. No complaint so far.,Overall great prodcut
4,"Great tablet, fast & reliable. Only downfall is having to pay to remove adds.",tablet
4,Bought it for my daughter. Works great Store personnel did an excellent job,great
4,This is a reliable brand and a good product for price.,Pleased
4,"Overall I like the Fire HD8 tablet, hard to beat at that price point. Sure the more expensive tablets are faster, brighter, better, but for the money and casual surfing it is just right. Good companion to Prime Membership, wouldn't be half as good without.",Priced Right
4,This is great tablet. Its great for people who don't need a lot of apts. or store a lot on it. Doesn't over heat. Light weight.,Love it.
4,amazon tablet is great. no google bloatware. everything is amazon. one thing i didnt like was. ads on the lock screen and no way to turn off.,great fire
4,"Bought this tablet to replace a 3 year old Galaxy Tab. This tablet is quick and easy to use, relatively streamlined. The screen is nice and the stereo speakers, while tiny, sound better than my old tablet. The modified Android system that Amazon is running on this tablet is good, just a bit restrictive. All in all a good tab for general browsing and popular apps.Pros:-Price-Performance-Feels sturdy-Easy to navigate-Silk browser works greatCons:-Not all apps are supported on here, like Telegram-Ads on lock screen feel unnecessary, but not a hindrance-Not as customizable as other Android tabs",Capable tablet at a bargain price.
4,"I bought this tablet mostly for watching movies. I downloaded movies from Netflix and watch them during indoor bike training at the gym. I love the ability to expand the memory with a microSD card, which iPads do not. It's pretty fast and has all the features I need. I read kindle books with it as well. The drawback is that some apps are not compatible with this device. The iPad is definitely more powerful and compatible with many apps I use, but this is a great tablet for most of my current interests.",Good tablet for the price
5,"great device for the price. good looking screen, quick and efficient. amazon app store isn't that bad either",great for the price
5,Great gift for any age. Wish I bought two. I can do everything on this that I was doing on my ipad,Perfect
5,I got 2 of these for my 8 yr old twins. My 11 yr old has one but this one is better. Perfect way to get them to read,Xmas gift
5,This is a superb tablet for the price. It doesn't come with the Android operating system. It has Amazon's operating system. The battery last a good long time and apps run very fast. I would recommend this to anyone who wants a tablet.,Great tablet at a great price
5,"My daughter love her new tablet, I use for a few days and it's pretty good",Great size
5,So very happy with the new kindle ! I highly recommend this product !,So very happy with the new kindle !
5,It may be cheap but this is a great tablet and works awesome.,Great tablet for the price
5,My wife absolutely loves this tablet. It wad an early Christmas present,Tablet
5,Bought for my 11 year old son and he absolutely loves it.,Great Kids Tablet
5,I bought this as a Christmas gift for my son. Very easy to use.,Christmas Gift
5,"I am an Amazon Fan. Ive only had Amazon tablets so I cant compare them with any other brand. But, Amazon has great customer service, a lot of great apps. The HD 8 is a great tablet for watching movies, most games, and social media. Its not as good as the Kindle fire hdx. The speakers arent as good, the hdx has more of a surround sound, but the hd 8 is less expensive, has a place for a sims card for extra space, and has an ok front and rear facing camera. Overall its a great tablet for a great price.","Inexpensive, yet Great quality tablet"
5,"I previously had bought an older model of these tablets for my children. I wasn't to happy with them. But this tablet is great, it has child safety features like wether you would like to have them surf the web to even limiting the amount of hours your child can use it. Very good tablet for what my kids will use it for which is mostly Netflix Hulu and even though there isn't you tube app there are alternate apps that acces you tube.",Great tablet for children
5,"Got this tablet for Black Friday. Wow, 16 gigs, great screen, expandable memory, what a deal. Tablet is a must have for Amazon Prime members. It unlocks the door for all those great Prime perks; books, shows, and shopping. Pairs to Alexa. Great screen for books! Buy it already!",Great buy for Prime Members
5,I love the size and portability of this. Keeps me in touch and having fun.,Handy and fun.
5,Nice tablet and couldn't beat the Black Friday price,Great price
5,I'm sorry I didn't buy it sooner! Very easy to use. Love it.,fabulous!
5,"It feels a bit more rugged than my original Fire tablet, and I believe it is an excellent value.",Excellent value
5,For a cheaper price this does more than my kindle- love having this tablet,should have purchased sooner
5,Had a smaller version. Love the bigger screen. Use this product more than a computer.,Great product.
5,I bought 2 of the kindles for my grandsons. They love them! Had them charged and set up right away. No issues at this point.,Great deal
5,Santa dropped this off for our 4th grader along with expanded memory. he uses it for Netflix and Youtube as well as Minecraft and other Apps. Why spend hundreds on something for basic kids needs? I'm sure this will last him a few years and is well worth the price.,A great starter tablet for a youngster
5,Got this tablet for my 3 year old son and he can not put it down. It is so much to do. So many learning games. I love this product,Great tablet
5,This is a good device for entertainment and entry level tasks. I think it can do a lot for the price.,Good overall tablet
5,Nice price for the new model with Alexa built in and expandable storage!,It Has Alexa Built In!
5,Great gift for my dad. Clear picture and easy set up,Gift for my dad.
5,Love my kindle! Works better than expected! Kindle is much faster than my old tablet!,Love Kindle
5,"I have never owned a tablet. Wanted an I-Pad like most, but couldn't afford the sticker price. This one fit my needs perfect. I mainly just use it for web surfing and streaming video. No complaints so far! I would recommend this device.",Great starter tablet for someone like myself.
5,also great for listening to music and also for movies,great for reading
5,The screen picture is crisp and bright. I will use this tablet for many things.,Great tablet
5,small and powerful... great adult toy for a reader,powerful
5,"This was purchased as a Christmas present for my aunt who lives with us. For the price, I thought it would be a good option for her since she doesn't want to drop the cash on an iPad.For comparison, the closest thing I have is an 8"" insignia tablet with similar screen resolution, storage, and features that was released at the same time. The Fire tablet impresses me! It is more responsive than the existing android tablet I have.This tablet runs FireOS which is Amazon's customized version of Android. Typically I do not like custom Android, preferring to have as close to a vanilla system as possible. I am not bothered by that with the Fire. If you need them the parental controls are second to none! The Amazon app store is extensive, although not as extensive as the Google Play store. Still you should be able to find pretty much everything you need there.This is not a flagship device, but performs incredibly for the price. I will most likely be purchasing one soon for myself.",Fantastic Tablet for the price
5,"Great tablet for reading and also surfacing the web, along with your favorite social media apps!",Great tablet!
5,A Great value for the money you can save instead of a Ipad from Apple.,Great Tablet for the casual user
5,"Great for reading - nice image, easy on the eyes and lightweight.",Easy to Use
5,"Bought this for my 10 year old daughter for Christmas! She LOVES it!!! A great alternative to a pricey iPad Mini!!! She uses it for watching Netflix, YouTube and we use it for homeschool. We are very happy with our purchase!!!",Excellent!!!
5,I got this tablet on sale for my wife and she loves it,Great tablet
5,"We love Kindle Fire, we purchase it for an older couple and it's easy to work.",Love kindle fire
5,The Amazon Fire is a great tablet with awesome graphics. I use it mainly for surfing the web and have had no issues with it.,Great price on a nice tablet
5,Great tablet for the price. My granddaughter loves how user friendly it is.,Great tablet
5,got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied,great tablet for kids and adults
5,This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great,Great every day tablet
5,The Amazon fire is simply amazing I would not buy anything else.,Great tablet
5,We bought this for our three daughters! Got a kid proof case and added free time for a low monthly fee and couldn't be happier! So much better than worrying about them breaking my phone or iPad!,Excellent buy for kids
5,"I love my Kindle. I won't be without one. I've even bought an extra one, just in case. I believe it's the best tablet on the market.",In love!
5,"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.",Excellent Tablet for the money
5,It was a perfect gift for my godson. He loved it! Definitely would recommend this product.,Great kindle for kids!
5,I can do a lot of things on my Kindle I used to rely on the computer for.,Computer in my palm
5,Excellent resource for children video streaming by Wifi using mobile hotspot with kids.,Great and versatile
5,Bought this as a gift for my mom and this was to replace her original Kindle Fire. She's have had a month now and is loving and no problems with it.,Awesome Upgrade
5,This was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tablet/size a few yrs earlier. Loved the security/parental control options.Starfall a favorite educational app were told is a must have. Really enjoy Pics/Viber due to their in a different state. Also some games on a time limit. Size and resolution are perfect.,7 year old granddaughter loves it
5,"I bought this as a Christmas present for my sister and she LOVES it. It's easy to use, lightweight and doesn't seem to have a lot of bugs or glitches. It's a good source of entertainment for when she's at work but has down-time. She passes the time reading ebooks, browsing the web and playing games.","Lightweight, easy to use tablet"
5,"I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on, watch movies, and listen to music.",Love my new kindle
5,Perfect tablet to take anywhere you go and lighter than my IPad.,Great and light weight!!
5,Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,Great everyday tablet!!
5,This tablet does all I need a tablet to do. Reason why it's my 3rd one.,Great price!
5,"Bought this tablet for my fianc??e daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",Great tablet
5,"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product",Great E-reader
5,"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",Excellent Product
5,Great gift for a younger person who wants a tablet,It is amazing
5,The fire is great. The size is really nice. Not to big. The clarity is really good.,Fire HD 8
5,This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.,Budget priced and Easy to use
5,"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps.",Great entry tablet for the price
5,This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,Great tablet
5,It's a excellent tablet for my kid she downloaded games and watch cartoons,Great tablet for my kid
5,I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL,Great tab
5,Excellent ratio quality price. Lightweight. Good resolution and easy to use.,Great Tablet
5,After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!,Great gift
5,Love everything about my Kindle. I'm a long-term Amazon Prime member.,Love it!!!!!
5,The Fire is an excellent table for many basic tasks.,Excellent Tablet
5,"I was looking for something to read on and this fit the bill for the right price.Great screen clarity, good adjustment too. Works well and the battery life is great. Size is nice too. Big enough for 1 hand if needed.",Great product
5,"This is a great tablet for books, games and web browsing. It is very user friendly, -and I would definitely recommend this product!",Love it!
5,I enjoy to use the reader and like the idea that I can go to the internet from the Kindle.,Good reader
5,I thought that this tablet was junk but it has surpassed my expectations,Ok
5,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!",Works quit well - would recommend!!
5,"I like this ipads for my baby and me too,special and super ok thanks byee",Very nice
5,I found it to be very versatile and enjoyable benefiting from a touch screen.,Machine meets all expectations
5,Ipad killer! A fierce tablet at a convinient price!,Awesome tablet!
5,"This tablet is exactly what I was looking for to take on trips. The kids can watch their movies and videos, or I can read from my kindle library. Perfect size.",Great inexpensive tablet
5,I bought this as a gift for my son and I know he will love it he has the old kindle fire as likes it a lot,Bought it for my son
5,"My mom had an old one, she was so excited to get this one.",Perfect
5,Works great and is fast. Great for reading and internet use,Works great
5,"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!",Great upgrade
5,"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled.",Great tablet for the price.
5,blueray is just twhat I was I was looking for great for watching movies thank you,good
5,Love best buy and I shop at Best Buy I always buy my TV for me and my kids I buy my kids tablets at Best Buy Love Best Buy,April love best buy
5,"Got this for my mom for her birthday, and she absolutely loves it. Great tablet for the price point, good tablet overall.",Good tablet!
5,I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!,I have 3 kindle fires
5,"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.",Excellent choice for my mom
5,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!",Use my kindle 8 more than my laptop!
5,Love my mine! Works great with prime! And I have all my best movies!,Great
5,Got two for my mom's and they love it. So many great features!!!,Great gift.
5,this tablet is awesome. the fact that I can use a micro sd card to have more memory and can listen to my content on the card is great. the additional screen size is what I wanted and it has not disappointed. this was a great purchase!!!,very happy
5,"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!",Great Tablet!
5,The Amazon Fire HD 8 is an awesome device. THE PRICE OF THIS TABLET IS MIND BOGGLING!! This tablet has everything you would expect and want in a tablet and more. It has Amazon Store and Amazon Prime preloaded. It's so much fun and so easy to use. THE PERFORMANCE OF THIS TABLET IS UNBELIEVABLE. You never stop thinking about the modest price you paid for such a fantastic tablet. It feels comfortable in your hands. The design is nice. The size is adequate for all tablet use. You can expand the memory storage of this device an additional 240GB. Can you believe it? Outstanding!!,Exceptional Tablet
5,Bought as a Christmas present. Son uses it to watch youtube and Netflick. Works great.,Son loves it
5,Got this Fire tablet for my youngest daughter for Christmas and she loves it. I also love the option to restrict apps and content for her age!,Love it!
5,I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.,Happy with this purchase
5,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.","Great tablet, right size"
5,My son really likes the larger screen to play games.,My son really enjoys it.
5,Very easy to use and has so much to offer for the low price.,Easy to use tablet
5,"great product, easy to use, love the lighted pad, ease of down loading books,",love it
5,They were using them on Christmas morning!! It didn't take them long too be getting the best from those tablets,Great Children Tablets
5,i love it amazon is nice read book on it play games on it,good
5,I bought this Kindle as a gift for my mother so she could access her Facebook account easily. She loves the ease of using it. I have 3 kindle tablets in my home and they are used daily. My mother uses hers for email and some light gaming and for watching Netflix as well. Very satisfied.,"Excellent tablet for email, Facebook and media."
